district,hour,pm10,pm25,o3,no2,co,so2
서초구,14,39.26988636363637,18.91168091168091,0.04679827586206896,0.01329657142857143,0.346676217765043,0.0025482857142857143
서초구,15,40.1586402266289,18.81534090909091,0.04845840455840456,0.01301082621082621,0.33945868945868946,0.0025363636363636365
서초구,16,39.38,18.774928774928775,0.04860706214689266,0.013458028169014083,0.337887323943662,0.002535774647887324
서초구,17,37.67897727272727,18.450704225352112,0.04770252808988764,0.013681741573033708,0.33480337078651684,0.0025356741573033708
서초구,18,35.96629213483146,17.89075630252101,0.04479608938547486,0.014522346368715083,0.3423184357541899,0.0025150837988826814
서초구,19,35.35294117647059,18.002770083102494,0.040503324099722994,0.01575303867403315,0.35607734806629837,0.0025215469613259667
서초구,20,34.43055555555556,18.102493074792243,0.03592920110192837,0.01698543956043956,0.3809340659340659,0.0025195054945054947
서초구,21,34.855555555555554,19.074585635359117,0.033386776859504134,0.01710164835164835,0.3844230769230769,0.002515934065934066
서초구,22,34.430939226519335,19.674931129476583,0.031648209366391185,0.01698598901098901,0.39060439560439564,0.0024969780219780222
서초구,23,34.44166666666667,19.785123966942148,0.029738292011019282,0.01696758241758242,0.39634615384615385,0.0024884615384615383
성동구,0,29.005524861878452,17.228650137741045,0.027399999999999997,0.01975934065934066,0.3960989010989011,0.0026244444444444444
성동구,1,29.307909604519775,17.027624309392266,0.026506043956043952,0.019186263736263736,0.39098901098901095,0.002576944444444444
성동구,2,28.21212121212121,16.964088397790054,0.02576620879120879,0.018377747252747254,0.38500000000000006,0.002519166666666667
성동구,3,28.320113314447593,16.950138504155124,0.025331593406593408,0.017427747252747254,0.37403846153846154,0.0024766666666666665
성동구,4,27.308539944903583,16.592286501377412,0.024710164835164836,0.01678044077134986,0.36513736263736263,0.0024230555555555555
성동구,5,27.59776536312849,16.75414364640884,0.023637362637362633,0.016895054945054944,0.3598901098901099,0.0023924999999999997
성동구,6,27.15745856353591,16.738292011019283,0.021596428571428572,0.018400274725274727,0.36153846153846153,0.002375
성동구,7,27.9438202247191,17.077562326869806,0.01896236263736264,0.021416758241758243,0.37164835164835164,0.002412777777777778
성동구,8,27.947658402203857,16.65193370165746,0.01842087912087912,0.023245054945054945,0.38796703296703294,0.002491643454038997
성동구,9,29.952247191011235,17.40277777777778,0.021102472527472528,0.022649175824175825,0.4011813186813187,0.00265933147632312
성동구,10,30.77777777777778,17.590027700831026,0.025634615384615384,0.021097252747252746,0.3991208791208791,0.0028904761904761907
성동구,11,33.23850574712644,18.807365439093484,0.03133426183844011,0.019325626740947077,0.3882729805013928,0.0029818181818181823
성동구,12,32.636103151862464,18.877492877492877,0.03731310541310541,0.01726381766381766,0.36811965811965813,0.002948979591836735
성동구,13,33.37048192771084,18.542028985507248,0.042850287356321834,0.014817630057803469,0.3467919075144508,0.002888461538461538
성동구,14,31.401162790697676,18.256410256410255,0.04544204545454545,0.01457057142857143,0.3308857142857143,0.0028932944606413994
성동구,15,32.21220930232558,18.051724137931036,0.04697094017094017,0.014534472934472936,0.32199430199430196,0.0028944927536231884
성동구,16,30.949295774647887,17.123249299719888,0.04709829545454546,0.015086894586894587,0.32173295454545453,0.002848405797101449
성동구,17,32.04034582132565,17.310924369747898,0.04618055555555556,0.01591782729805014,0.3270277777777778,0.002831728045325779
성동구,18,30.715469613259668,16.955555555555556,0.04375386740331492,0.01723756906077348,0.3414285714285714,0.0027980392156862744
성동구,19,30.792717086834735,17.31111111111111,0.039674175824175824,0.018412087912087913,0.36126373626373626,0.002809243697478991
성동구,20,29.282548476454295,16.84573002754821,0.035803296703296704,0.019345329670329668,0.3763461538461539,0.0027820728291316527
성동구,21,30.098591549295776,17.112947658402202,0.03264093406593407,0.01986153846153846,0.3893406593406593,0.0027550279329608936
성동구,22,29.019337016574585,16.931129476584022,0.03032307692307692,0.020169505494505496,0.3926648351648352,0.002711173184357542
성동구,23,30.189265536723163,17.488950276243095,0.02866456043956044,0.02019148351648352,0.39645604395604395,0.002662952646239554
성북구,0,28.532212885154063,17.569060773480665,0.02659614325068871,0.018751790633608816,0.5190529247910863,0.003137016574585635
성북구,1,28.39887640449438,17.066481994459835,0.02568953168044077,0.018030027548209367,0.5214044943820225,0.0031196132596685083
성북구,2,27.654390934844194,17.581717451523545,0.02502589531680441,0.0170168044077135,0.5194943820224719,0.0030936464088397787
성북구,3,27.06145251396648,17.024930747922436,0.02469283746556474,0.016079338842975206,0.5088202247191012,0.003064088397790055
성북구,4,26.689265536723163,16.822714681440445,0.023670247933884298,0.015948209366391186,0.501123595505618,0.0030428176795580107
성북구,5,26.971181556195965,16.950138504155124,0.021884297520661157,0.016804683195592286,0.5068258426966292,0.0030292817679558014
성북구,6,27.183098591549296,17.055248618784532,0.019655371900826446,0.0185,0.5122752808988764,0.0030339779005524865
성북구,7,27.635327635327634,17.36288088642659,0.0178465564738292,0.02066115702479339,0.5246348314606741,0.0030729281767955803
성북구,8,28.36056338028169,17.430939226519335,0.0180633608815427,0.021758126721763086,0.5470505617977528,0.0031154696132596684
성북구,9,30.751396648044693,18.182825484764543,0.021054545454545454,0.021496143250688705,0.556376404494382,0.0031779005524861883
성북구,10,32.59103641456583,18.527932960893853,0.0260325,0.019705263157894736,0.5376271186440678,0.0032197222222222223
성북구,11,32.58100558659218,18.381615598885794,0.03157063711911357,0.01766703601108033,0.5031920903954802,0.0032180555555555556
성북구,12,32.467048710601716,17.90340909090909,0.0370774011299435,0.015632485875706214,0.4753448275862069,0.0031971671388101985
성북구,13,31.735632183908045,17.894586894586894,0.042090751445086706,0.01400115273775216,0.45495626822157437,0.003170605187319885
성북구,14,31.74074074074074,17.62,0.045315625,0.013030028328611897,0.4336676217765043,0.003151841359773371
